model	subword_pooling	layer_pooling	task	dev_acc	test_acc
huBERT	first	10	person_verb	0.8407960199004975	0.8407960199004975
huBERT	first	10	tense_verb	0.88	0.93
huBERT	first	10	tense_verb	0.875	0.925
huBERT	first	10	tense_verb	0.87	0.91
huBERT	first	10	verbform_verb	0.915	0.91
huBERT	first	10	verbform_verb	0.925	0.925
huBERT	first	10	verbform_verb	0.92	0.92
huBERT	first	11	case_noun	0.4675925925925926	0.3935185185185185
huBERT	first	11	case_noun	0.4351851851851852	0.3935185185185185
huBERT	first	11	case_noun	0.4444444444444444	0.4027777777777778
huBERT	first	11	degree_adj	0.905	0.9203980099502488
huBERT	first	11	degree_adj	0.905	0.9203980099502488
huBERT	first	11	degree_adj	0.915	0.9253731343283582
huBERT	first	11	mood_verb	0.765	0.765
huBERT	first	11	mood_verb	0.785	0.775
huBERT	first	11	mood_verb	0.795	0.77
huBERT	first	11	number[psor]_noun	0.95	0.915
huBERT	first	11	number[psor]_noun	0.955	0.915
huBERT	first	11	number[psor]_noun	0.955	0.915
huBERT	first	11	number_adj	0.875	0.9
huBERT	first	11	number_adj	0.88	0.905
huBERT	first	11	number_adj	0.875	0.88
huBERT	first	11	number_noun	0.955	0.9
huBERT	first	11	number_noun	0.945	0.885
huBERT	first	11	number_noun	0.95	0.905
huBERT	first	11	number_verb	0.91	0.86
huBERT	first	11	number_verb	0.92	0.86
huBERT	first	11	number_verb	0.915	0.845
huBERT	first	11	person[psor]_noun	0.9104477611940298	0.9154228855721394
huBERT	first	11	person[psor]_noun	0.9054726368159204	0.9104477611940298
huBERT	first	11	person[psor]_noun	0.900497512437811	0.9154228855721394
huBERT	first	11	person_verb	0.845771144278607	0.8308457711442786
huBERT	first	11	person_verb	0.845771144278607	0.8308457711442786
huBERT	first	11	person_verb	0.8656716417910447	0.8208955223880597
huBERT	first	11	tense_verb	0.915	0.925
huBERT	first	11	tense_verb	0.9	0.93
huBERT	first	11	tense_verb	0.91	0.93
huBERT	first	11	verbform_verb	0.9	0.9
huBERT	first	11	verbform_verb	0.9	0.905
huBERT	first	11	verbform_verb	0.91	0.91
huBERT	first	12	case_noun	0.4629629629629629	0.462962962962963
huBERT	first	12	case_noun	0.4722222222222222	0.4722222222222222
huBERT	first	12	case_noun	0.4953703703703703	0.4722222222222222
huBERT	first	12	degree_adj	0.93	0.9203980099502488
huBERT	first	12	degree_adj	0.925	0.9203980099502488
huBERT	first	12	degree_adj	0.92	0.9253731343283582
huBERT	first	12	mood_verb	0.82	0.82
huBERT	first	12	mood_verb	0.835	0.81
huBERT	first	12	mood_verb	0.83	0.8
huBERT	first	12	number[psor]_noun	0.955	0.95
huBERT	first	12	number[psor]_noun	0.965	0.94
huBERT	first	12	number[psor]_noun	0.965	0.955
huBERT	first	12	number_adj	0.935	0.88
huBERT	first	12	number_adj	0.925	0.87
huBERT	first	12	number_adj	0.925	0.88
huBERT	first	12	number_noun	0.93	0.895
huBERT	first	12	number_noun	0.93	0.885
huBERT	first	12	number_noun	0.93	0.89
huBERT	first	12	number_verb	0.94	0.89
huBERT	first	12	number_verb	0.935	0.89
huBERT	first	12	number_verb	0.935	0.89
huBERT	first	12	person[psor]_noun	0.9054726368159204	0.9402985074626866
huBERT	first	12	person[psor]_noun	0.9054726368159204	0.9402985074626866
huBERT	first	12	person[psor]_noun	0.900497512437811	0.9402985074626866
huBERT	first	12	person_verb	0.8805970149253731	0.8756218905472637
huBERT	first	12	person_verb	0.8706467661691543	0.8557213930348259
huBERT	first	12	person_verb	0.8855721393034826	0.8756218905472637
huBERT	first	12	tense_verb	0.92	0.905
huBERT	first	12	tense_verb	0.92	0.885
huBERT	first	12	tense_verb	0.91	0.91
huBERT	first	12	verbform_verb	0.905	0.935
huBERT	first	12	verbform_verb	0.9	0.93
huBERT	first	12	verbform_verb	0.895	0.945
huBERT	first	2	case_noun	0.3981481481481481	0.3703703703703704
huBERT	first	2	case_noun	0.375	0.3518518518518518
huBERT	first	2	case_noun	0.3842592592592592	0.3425925925925926
huBERT	first	2	degree_adj	0.915	0.9054726368159204
huBERT	first	2	degree_adj	0.92	0.9154228855721394
huBERT	first	2	degree_adj	0.92	0.9104477611940298
huBERT	first	2	mood_verb	0.685	0.645
huBERT	first	2	mood_verb	0.72	0.705
huBERT	first	2	mood_verb	0.7	0.685
huBERT	first	2	number[psor]_noun	0.87	0.865
huBERT	first	2	number[psor]_noun	0.865	0.88
huBERT	first	2	number[psor]_noun	0.87	0.87
huBERT	first	2	number_adj	0.82	0.76
huBERT	first	2	number_adj	0.83	0.775
huBERT	first	2	number_adj	0.825	0.78
huBERT	first	2	number_noun	0.805	0.835
huBERT	first	2	number_noun	0.82	0.835
huBERT	first	2	number_noun	0.8	0.835
huBERT	first	2	number_verb	0.79	0.79
huBERT	first	2	number_verb	0.815	0.77
huBERT	first	2	number_verb	0.815	0.775
huBERT	first	2	person[psor]_noun	0.8258706467661692	0.8308457711442786
huBERT	first	2	person[psor]_noun	0.8258706467661692	0.8308457711442786
huBERT	first	2	person[psor]_noun	0.8208955223880597	0.8109452736318408
huBERT	first	2	person_verb	0.6567164179104478	0.6865671641791045
huBERT	first	2	person_verb	0.681592039800995	0.7064676616915423
huBERT	first	2	person_verb	0.6616915422885572	0.7263681592039801
huBERT	first	2	tense_verb	0.845	0.84
huBERT	first	2	tense_verb	0.83	0.855
huBERT	first	2	tense_verb	0.83	0.84
huBERT	first	2	verbform_verb	0.93	0.895
huBERT	first	2	verbform_verb	0.93	0.895
huBERT	first	2	verbform_verb	0.93	0.9
huBERT	first	3	case_noun	0.4583333333333333	0.4675925925925926
huBERT	first	3	case_noun	0.4814814814814814	0.4490740740740741
huBERT	first	3	case_noun	0.4675925925925926	0.4444444444444444
huBERT	first	3	degree_adj	0.935	0.9253731343283582
huBERT	first	3	degree_adj	0.93	0.9203980099502488
huBERT	first	3	degree_adj	0.935	0.9154228855721394
huBERT	first	3	mood_verb	0.855	0.78
huBERT	first	3	mood_verb	0.855	0.805
huBERT	first	3	mood_verb	0.84	0.81
huBERT	first	3	number[psor]_noun	0.92	0.93
huBERT	first	3	number[psor]_noun	0.915	0.92
huBERT	first	3	number[psor]_noun	0.915	0.94
huBERT	first	3	number_adj	0.915	0.91
huBERT	first	3	number_adj	0.91	0.91
huBERT	first	3	number_adj	0.92	0.91
huBERT	first	3	number_noun	0.89	0.895
huBERT	first	3	number_noun	0.9	0.925
huBERT	first	3	number_noun	0.9	0.905
huBERT	first	3	number_verb	0.94	0.935
huBERT	first	3	number_verb	0.935	0.925
huBERT	first	3	number_verb	0.94	0.935
huBERT	first	3	person[psor]_noun	0.8606965174129353	0.8805970149253731
huBERT	first	3	person[psor]_noun	0.8756218905472637	0.8656716417910447
huBERT	first	3	person[psor]_noun	0.8805970149253731	0.8905472636815921
huBERT	first	3	person_verb	0.8557213930348259	0.8507462686567164
huBERT	first	3	person_verb	0.8557213930348259	0.8358208955223879
huBERT	first	3	person_verb	0.8606965174129353	0.8557213930348259
huBERT	first	3	tense_verb	0.925	0.95
huBERT	first	3	tense_verb	0.925	0.95
huBERT	first	3	tense_verb	0.925	0.955
huBERT	first	3	verbform_verb	0.965	0.95
huBERT	first	3	verbform_verb	0.965	0.96
huBERT	first	3	verbform_verb	0.96	0.955
huBERT	first	4	case_noun	0.4583333333333333	0.3888888888888889
huBERT	first	4	case_noun	0.4398148148148148	0.3981481481481481
huBERT	first	4	case_noun	0.4305555555555556	0.4120370370370369
huBERT	first	4	degree_adj	0.93	0.9303482587064676
huBERT	first	4	degree_adj	0.93	0.9203980099502488
huBERT	first	4	degree_adj	0.93	0.9154228855721394
huBERT	first	4	mood_verb	0.805	0.785
huBERT	first	4	mood_verb	0.79	0.82
huBERT	first	4	mood_verb	0.8	0.805
huBERT	first	4	number[psor]_noun	0.92	0.93
huBERT	first	4	number[psor]_noun	0.925	0.925
huBERT	first	4	number[psor]_noun	0.93	0.925
huBERT	first	4	number_adj	0.945	0.89
huBERT	first	4	number_adj	0.95	0.9
huBERT	first	4	number_adj	0.955	0.905
huBERT	first	4	number_noun	0.9	0.91
huBERT	first	4	number_noun	0.905	0.92
huBERT	first	4	number_noun	0.91	0.915
huBERT	first	4	number_verb	0.905	0.89
huBERT	first	4	number_verb	0.915	0.895
huBERT	first	4	number_verb	0.91	0.88
huBERT	first	4	person[psor]_noun	0.8606965174129353	0.8557213930348259
huBERT	first	4	person[psor]_noun	0.845771144278607	0.8606965174129353
huBERT	first	4	person[psor]_noun	0.8507462686567164	0.8457711442786071
huBERT	first	4	person_verb	0.8059701492537313	0.7761194029850746
huBERT	first	4	person_verb	0.8159203980099502	0.7562189054726368
huBERT	first	4	person_verb	0.8009950248756219	0.7810945273631841
huBERT	first	4	tense_verb	0.865	0.925
huBERT	first	4	tense_verb	0.87	0.94
huBERT	first	4	tense_verb	0.87	0.935
huBERT	first	4	verbform_verb	0.945	0.96
huBERT	first	4	verbform_verb	0.94	0.96
huBERT	first	4	verbform_verb	0.95	0.95
huBERT	first	5	case_noun	0.4351851851851852	0.3703703703703704
huBERT	first	5	case_noun	0.4583333333333333	0.3796296296296297
huBERT	first	5	case_noun	0.4444444444444444	0.3796296296296297
huBERT	first	5	degree_adj	0.92	0.9154228855721394
huBERT	first	5	degree_adj	0.915	0.9054726368159204
huBERT	first	5	degree_adj	0.92	0.9104477611940298
huBERT	first	5	mood_verb	0.775	0.805
huBERT	first	5	mood_verb	0.79	0.795
huBERT	first	5	mood_verb	0.775	0.775
huBERT	first	5	number[psor]_noun	0.91	0.935
huBERT	first	5	number[psor]_noun	0.915	0.93
huBERT	first	5	number[psor]_noun	0.91	0.945
huBERT	first	5	number_adj	0.925	0.92
huBERT	first	5	number_adj	0.935	0.915
huBERT	first	5	number_adj	0.94	0.92
huBERT	first	5	number_noun	0.9	0.9
huBERT	first	5	number_noun	0.905	0.915
huBERT	first	5	number_noun	0.895	0.875
huBERT	first	5	number_verb	0.875	0.87
huBERT	first	5	number_verb	0.875	0.87
huBERT	first	5	number_verb	0.89	0.875
huBERT	first	5	person[psor]_noun	0.8258706467661692	0.8457711442786071
huBERT	first	5	person[psor]_noun	0.8208955223880597	0.8308457711442786
huBERT	first	5	person[psor]_noun	0.8109452736318408	0.8308457711442786
huBERT	first	5	person_verb	0.7810945273631841	0.7661691542288557
huBERT	first	5	person_verb	0.7910447761194029	0.7562189054726368
huBERT	first	5	person_verb	0.7761194029850746	0.7711442786069652
huBERT	first	5	tense_verb	0.88	0.89
huBERT	first	5	tense_verb	0.89	0.89
huBERT	first	5	tense_verb	0.88	0.88
huBERT	first	5	verbform_verb	0.95	0.96
huBERT	first	5	verbform_verb	0.945	0.96
huBERT	first	5	verbform_verb	0.955	0.96
huBERT	first	6	case_noun	0.4398148148148148	0.3657407407407408
huBERT	first	6	case_noun	0.4212962962962963	0.375
huBERT	first	6	case_noun	0.4074074074074074	0.3842592592592592
huBERT	first	6	degree_adj	0.905	0.9203980099502488
huBERT	first	6	degree_adj	0.91	0.9203980099502488
huBERT	first	6	degree_adj	0.91	0.9303482587064676
huBERT	first	6	mood_verb	0.755	0.765
huBERT	first	6	mood_verb	0.75	0.75
huBERT	first	6	mood_verb	0.755	0.76
huBERT	first	6	number[psor]_noun	0.925	0.925
huBERT	first	6	number[psor]_noun	0.905	0.9
huBERT	first	6	number[psor]_noun	0.92	0.92
huBERT	first	6	number_adj	0.945	0.905
huBERT	first	6	number_adj	0.935	0.9
huBERT	first	6	number_adj	0.955	0.895
huBERT	first	6	number_noun	0.935	0.91
huBERT	first	6	number_noun	0.92	0.915
huBERT	first	6	number_noun	0.94	0.905
huBERT	first	6	number_verb	0.85	0.82
huBERT	first	6	number_verb	0.845	0.835
huBERT	first	6	number_verb	0.845	0.815
huBERT	first	6	person[psor]_noun	0.8059701492537313	0.8407960199004975
huBERT	first	6	person[psor]_noun	0.8009950248756219	0.8706467661691543
huBERT	first	6	person[psor]_noun	0.8009950248756219	0.8606965174129353
huBERT	first	6	person_verb	0.7512437810945274	0.7761194029850746
huBERT	first	6	person_verb	0.7910447761194029	0.7910447761194029
huBERT	first	6	person_verb	0.7860696517412935	0.7711442786069652
huBERT	first	6	tense_verb	0.88	0.91
huBERT	first	6	tense_verb	0.875	0.9
huBERT	first	6	tense_verb	0.88	0.91
huBERT	first	6	verbform_verb	0.955	0.97
huBERT	first	6	verbform_verb	0.965	0.955
huBERT	first	6	verbform_verb	0.96	0.965
huBERT	first	7	case_noun	0.4259259259259259	0.4212962962962963
huBERT	first	7	case_noun	0.4537037037037037	0.375
huBERT	first	7	case_noun	0.4537037037037037	0.4074074074074074
huBERT	first	7	degree_adj	0.93	0.9353233830845772
huBERT	first	7	degree_adj	0.93	0.9353233830845772
huBERT	first	7	degree_adj	0.925	0.9303482587064676
huBERT	first	7	mood_verb	0.755	0.76
huBERT	first	7	mood_verb	0.755	0.775
huBERT	first	7	mood_verb	0.75	0.76
huBERT	first	7	number[psor]_noun	0.92	0.905
huBERT	first	7	number[psor]_noun	0.92	0.93
huBERT	first	7	number[psor]_noun	0.92	0.915
huBERT	first	7	number_adj	0.93	0.91
huBERT	first	7	number_adj	0.935	0.925
huBERT	first	7	number_adj	0.93	0.91
huBERT	first	7	number_noun	0.945	0.925
huBERT	first	7	number_noun	0.955	0.915
huBERT	first	7	number_noun	0.95	0.93
huBERT	first	7	number_verb	0.825	0.835
huBERT	first	7	number_verb	0.84	0.795
huBERT	first	7	number_verb	0.83	0.84
huBERT	first	7	person[psor]_noun	0.8208955223880597	0.8855721393034826
huBERT	first	7	person[psor]_noun	0.7960199004975125	0.8706467661691543
huBERT	first	7	person[psor]_noun	0.7960199004975125	0.8258706467661692
huBERT	first	7	person_verb	0.8159203980099502	0.7711442786069652
huBERT	first	7	person_verb	0.8308457711442786	0.7611940298507462
huBERT	first	7	person_verb	0.7860696517412935	0.7512437810945274
huBERT	first	7	tense_verb	0.88	0.905
huBERT	first	7	tense_verb	0.87	0.91
huBERT	first	7	tense_verb	0.88	0.905
huBERT	first	7	verbform_verb	0.96	0.98
huBERT	first	7	verbform_verb	0.965	0.965
huBERT	first	7	verbform_verb	0.96	0.975
huBERT	first	8	case_noun	0.4305555555555556	0.4074074074074074
huBERT	first	8	case_noun	0.4583333333333333	0.4305555555555556
huBERT	first	8	case_noun	0.4305555555555556	0.4305555555555556
huBERT	first	8	degree_adj	0.94	0.9203980099502488
huBERT	first	8	degree_adj	0.935	0.9353233830845772
huBERT	first	8	degree_adj	0.94	0.9353233830845772
huBERT	first	8	mood_verb	0.735	0.795
huBERT	first	8	mood_verb	0.755	0.77
huBERT	first	8	mood_verb	0.745	0.74
huBERT	first	8	number[psor]_noun	0.925	0.925
huBERT	first	8	number[psor]_noun	0.92	0.925
huBERT	first	8	number[psor]_noun	0.92	0.925
huBERT	first	8	number_adj	0.935	0.905
huBERT	first	8	number_adj	0.935	0.91
huBERT	first	8	number_adj	0.935	0.91
huBERT	first	8	number_noun	0.955	0.915
huBERT	first	8	number_noun	0.96	0.9
huBERT	first	8	number_noun	0.96	0.9
huBERT	first	8	number_verb	0.85	0.8
huBERT	first	8	number_verb	0.835	0.825
huBERT	first	8	number_verb	0.84	0.815
huBERT	first	8	person[psor]_noun	0.8208955223880597	0.8656716417910447
huBERT	first	8	person[psor]_noun	0.8258706467661692	0.8656716417910447
huBERT	first	8	person[psor]_noun	0.835820895522388	0.8656716417910447
huBERT	first	8	person_verb	0.8059701492537313	0.7711442786069652
huBERT	first	8	person_verb	0.7860696517412935	0.7761194029850746
huBERT	first	8	person_verb	0.8109452736318408	0.7810945273631841
huBERT	first	8	tense_verb	0.875	0.93
huBERT	first	8	tense_verb	0.88	0.925
huBERT	first	8	tense_verb	0.88	0.915
huBERT	first	8	verbform_verb	0.925	0.955
huBERT	first	8	verbform_verb	0.91	0.955
huBERT	first	8	verbform_verb	0.925	0.96
huBERT	first	9	case_noun	0.4305555555555556	0.3888888888888889
huBERT	first	9	case_noun	0.4444444444444444	0.4212962962962963
huBERT	first	9	case_noun	0.3981481481481481	0.3981481481481481
huBERT	first	9	degree_adj	0.935	0.9452736318407958
huBERT	first	9	degree_adj	0.935	0.9353233830845772
huBERT	first	9	degree_adj	0.92	0.9552238805970148
huBERT	first	9	mood_verb	0.805	0.785
huBERT	first	9	mood_verb	0.79	0.76
huBERT	first	9	mood_verb	0.805	0.755
huBERT	first	9	number[psor]_noun	0.905	0.895
huBERT	first	9	number[psor]_noun	0.9	0.895
huBERT	first	9	number[psor]_noun	0.905	0.905
huBERT	first	9	number_adj	0.91	0.9
huBERT	first	9	number_adj	0.93	0.93
huBERT	first	9	number_adj	0.925	0.925
huBERT	first	9	number_noun	0.95	0.905
huBERT	first	9	number_noun	0.96	0.91
huBERT	first	9	number_noun	0.955	0.915
huBERT	first	9	number_verb	0.83	0.81
huBERT	first	9	number_verb	0.855	0.795
huBERT	first	9	number_verb	0.825	0.79
huBERT	first	9	person[psor]_noun	0.845771144278607	0.8706467661691543
huBERT	first	9	person[psor]_noun	0.8557213930348259	0.8656716417910447
huBERT	first	9	person[psor]_noun	0.845771144278607	0.8905472636815921
huBERT	first	9	person_verb	0.7860696517412935	0.7412935323383084
huBERT	first	9	person_verb	0.7860696517412935	0.7363184079601991
huBERT	first	9	person_verb	0.8009950248756219	0.7562189054726368
huBERT	first	9	tense_verb	0.885	0.925
huBERT	first	9	tense_verb	0.875	0.94
huBERT	first	9	tense_verb	0.875	0.925
huBERT	first	9	verbform_verb	0.935	0.945
huBERT	first	9	verbform_verb	0.94	0.945
huBERT	first	9	verbform_verb	0.94	0.95
huBERT	first	weighted_sum	case_noun	0.4398148148148148	0.375
huBERT	first	weighted_sum	case_noun	0.4583333333333333	0.4120370370370369
huBERT	first	weighted_sum	case_noun	0.4398148148148148	0.3935185185185185
huBERT	first	weighted_sum	degree_adj	0.925	0.9303482587064676
huBERT	first	weighted_sum	degree_adj	0.925	0.9203980099502488
huBERT	first	weighted_sum	degree_adj	0.93	0.9203980099502488
huBERT	first	weighted_sum	mood_verb	0.775	0.75
huBERT	first	weighted_sum	mood_verb	0.775	0.765
huBERT	first	weighted_sum	mood_verb	0.79	0.785
huBERT	first	weighted_sum	number[psor]_noun	0.925	0.945
huBERT	first	weighted_sum	number[psor]_noun	0.935	0.93
huBERT	first	weighted_sum	number[psor]_noun	0.925	0.935
huBERT	first	weighted_sum	number_adj	0.935	0.94
huBERT	first	weighted_sum	number_adj	0.935	0.935
huBERT	first	weighted_sum	number_adj	0.93	0.935
huBERT	first	weighted_sum	number_noun	0.94	0.915
huBERT	first	weighted_sum	number_noun	0.935	0.91
huBERT	first	weighted_sum	number_noun	0.94	0.925
huBERT	first	weighted_sum	number_verb	0.905	0.85
huBERT	first	weighted_sum	number_verb	0.91	0.915
huBERT	first	weighted_sum	number_verb	0.905	0.88
huBERT	first	weighted_sum	person[psor]_noun	0.8606965174129353	0.8606965174129353
huBERT	first	weighted_sum	person[psor]_noun	0.8756218905472637	0.9004975124378108
huBERT	first	weighted_sum	person[psor]_noun	0.8557213930348259	0.8706467661691543
huBERT	first	weighted_sum	person_verb	0.8109452736318408	0.7910447761194029
huBERT	first	weighted_sum	person_verb	0.8159203980099502	0.7910447761194029
huBERT	first	weighted_sum	person_verb	0.8208955223880597	0.7960199004975125
huBERT	first	weighted_sum	tense_verb	0.88	0.935
huBERT	first	weighted_sum	tense_verb	0.88	0.935
huBERT	first	weighted_sum	tense_verb	0.885	0.865
huBERT	first	weighted_sum	verbform_verb	0.95	0.965
huBERT	first	weighted_sum	verbform_verb	0.96	0.95
huBERT	first	weighted_sum	verbform_verb	0.96	0.965
huBERT	last	0	case_noun	0.9537037037037036	0.9444444444444444
huBERT	last	0	case_noun	0.949074074074074	0.9444444444444444
huBERT	last	0	case_noun	0.9537037037037036	0.9398148148148148
huBERT	last	0	degree_adj	0.695	0.6417910447761194
huBERT	last	0	degree_adj	0.69	0.6666666666666666
huBERT	last	0	degree_adj	0.685	0.6417910447761194
huBERT	last	0	mood_verb	0.875	0.825
huBERT	last	0	mood_verb	0.87	0.85
huBERT	last	0	mood_verb	0.88	0.835
huBERT	last	0	number[psor]_noun	0.98	0.95
huBERT	last	0	number[psor]_noun	0.975	0.945
huBERT	last	0	number[psor]_noun	0.975	0.95
huBERT	last	0	number_adj	0.955	0.95
huBERT	last	0	number_adj	0.96	0.94
huBERT	last	0	number_adj	0.955	0.945
huBERT	last	0	number_noun	0.89	0.9
huBERT	last	0	number_noun	0.895	0.9
huBERT	last	0	number_noun	0.89	0.88
huBERT	last	0	number_verb	0.945	0.96
huBERT	last	0	number_verb	0.96	0.955
huBERT	last	0	number_verb	0.965	0.95
huBERT	last	0	person[psor]_noun	0.8805970149253731	0.8507462686567164
huBERT	last	0	person[psor]_noun	0.8756218905472637	0.8457711442786071
huBERT	last	0	person[psor]_noun	0.8905472636815921	0.8507462686567164
huBERT	last	0	person_verb	0.945273631840796	0.9552238805970148
huBERT	last	0	person_verb	0.9353233830845772	0.9452736318407958
huBERT	last	0	person_verb	0.9402985074626866	0.9751243781094528
huBERT	last	0	tense_verb	0.945	0.925
huBERT	last	0	tense_verb	0.94	0.925
huBERT	last	0	tense_verb	0.935	0.935
huBERT	last	0	verbform_verb	0.99	0.95
huBERT	last	0	verbform_verb	0.99	0.95
huBERT	last	0	verbform_verb	0.99	0.955
huBERT	last	1	case_noun	0.976851851851852	0.9675925925925926
huBERT	last	1	case_noun	0.9722222222222222	0.9675925925925926
huBERT	last	1	case_noun	0.9722222222222222	0.9675925925925926
huBERT	last	1	degree_adj	0.92	0.9303482587064676
huBERT	last	1	degree_adj	0.925	0.9303482587064676
huBERT	last	1	degree_adj	0.925	0.9353233830845772
huBERT	last	1	mood_verb	0.965	0.925
huBERT	last	1	mood_verb	0.965	0.93
huBERT	last	1	mood_verb	0.96	0.94
huBERT	last	1	number[psor]_noun	0.995	0.96
huBERT	last	1	number[psor]_noun	0.99	0.97
huBERT	last	1	number[psor]_noun	0.995	0.97
huBERT	last	1	number_adj	0.98	0.99
huBERT	last	1	number_adj	0.985	0.985
huBERT	last	1	number_adj	0.985	0.985
huBERT	last	1	number_noun	0.975	0.98
huBERT	last	1	number_noun	0.98	0.985
huBERT	last	1	number_noun	0.97	0.985
huBERT	last	1	number_verb	0.99	0.98
huBERT	last	1	number_verb	0.99	0.97
huBERT	last	1	number_verb	0.99	0.97
huBERT	last	1	person[psor]_noun	0.9800995024875622	0.9552238805970148
huBERT	last	1	person[psor]_noun	0.9800995024875622	0.9502487562189056
huBERT	last	1	person[psor]_noun	0.9800995024875622	0.9452736318407958
huBERT	last	1	person_verb	0.965174129353234	0.9751243781094528
huBERT	last	1	person_verb	0.965174129353234	0.9850746268656716
huBERT	last	1	person_verb	0.9701492537313432	0.9800995024875622
huBERT	last	1	tense_verb	0.99	0.97
